Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-037603,2018-09,08/12/2018 15:19,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,6001,W FLORISSANT AVE,73, ,@GAS MART,6001,FLORISSANT,891175.6,1047253
18-043509,2018-09,08/12/2018 17:40,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5311,PERSHING AVE,47, , ,5311,PERSHING,884591.5,1024861
18-045628,2018-09,08/13/2018 11:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-045050,2018-09,08/13/2018 11:26,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4501,TENNESSEE AVE,16, , ,4501,TENNESSEE,892818.4,999096.6
18-043043,2018-09,08/13/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,1005,SWITZER AVE,74, , ,1005,SWITZER,896247.1,1046964
18-041622,2018-09,08/13/2018 17:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3651,GARFIELD AVE,59, , ,3651,GARFIELD,898497.9,1026165
18-042832,2018-09,08/13/2018 19:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2308,TEXAS AVE,24, , ,2308,TEXAS,899249.3,1010123
18-042328,2018-09,08/13/2018 22:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,ADRIAN SPUR / RIVERVIEW DR,75, , , , ,904194.5,1058244
18-037898,2018-09,08/13/2018 23:55,Y, , ,1, , 81000,3,ARSON-1ST DEGREE/SUCCESS,3837,MINNESOTA AVE,16, , ,3837,MINNESOTA,895502.7,1002411
18-045782,2018-09,08/14/2017 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,8706,GOODFELLOW BLVD,73, , ,8706,GOODFELLOW,891118.9,1050591
18-037900,2018-09,08/14/2018 01:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,562,EILER ST,1, , ,562,EILER,892333.7,995416.8
18-041855,2018-09,08/14/2018 10:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2700,ARMAND PL,24, , ,2700,ARMAND,898847,1010539
18-044693,2018-09,08/14/2018 10:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4440,ASHLAND AVE,56, , ,4440,ASHLAND,894579.6,1032182
18-038098,2018-09,08/15/2018 03:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3666,BATES,3, , ,3666,BATES,0,0
18-044171,2018-09,08/15/2018 12:59,Y, , ,1, ,103000,3,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,2848,EADS AVE,31, , ,2848,EADS,898152.7,1013663
18-045443,2018-09,08/15/2018 15:53,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-038211,2018-09,08/15/2018 16:00, , , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4200,MERAMEC,5,NA,BUS STOP,3525,UTAH,0,0
18-038211,2018-09,08/15/2018 16:00, , , ,-1, , 44013,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",4200,MERAMEC,5,NA,BUS STOP,3525,UTAH,0,0
18-041947,2018-09,08/15/2018 16:58,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8410,HALLS FERRY RD,74, , ,8410,HALLS FERRY,896662.3,1049106
18-042215,2018-09,08/16/2018 08:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2707,ST VINCENT AVE,31, , ,2707,ST VINCENT,899333.6,1014000
18-038315,2018-09,08/16/2018 08:50,Y, , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1000,JOSEPHINE BAKER AVE,77,CARVER  ELEMENTARY SCHOOL,@CARVER SCHOOL,3325,BELL,898308.1,1022605
18-042169,2018-09,08/16/2018 12:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5405,MICHIGAN AVE,1, , ,5405,MICHIGAN,893351.3,994732.6
18-043221,2018-09,08/16/2018 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,616,E RED BUD AVE,79, , ,616,RED BUD,902621.4,1037716
18-042912,2018-09,08/16/2018 12:00,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,3452,MONTANA ST,16, , ,3452,MONTANA,893503,1001358
18-041847,2018-09,08/16/2018 12:15,Y, , ,1, ,204100,2,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1448,GRAHAM ST,42, , ,1448,GRAHAM,879910.4,1016195
18-038429,2018-09,08/16/2018 18:30,Y, , ,1, , 41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,5244,HIGHLAND AVE,52, , ,5244,HIGHLAND,887786.8,1032950
18-038807,2018-09,08/16/2018 22:00,Y, , ,1, ,171200,0,SEX OFFNS-STATUATORY RAPE/FIRST,0,UNKNOWN,0, , ,1900,OLIVE,0,0
18-041963,2018-09,08/17/2018 04:47,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,3920,WEST PINE BLVD,38, , ,3920,WEST PINE,893743.8,1021017
18-041854,2018-09,08/17/2018 11:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2700,ARMAND PL,24, , ,2700,ARMAND,898847,1010539
18-045623,2018-09,08/17/2018 11:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-041982,2018-09,08/18/2018 10:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8960,RIVERVIEW BLVD,74, , ,8960,RIVERVIEW,894481.3,1051455
18-041751,2018-09,08/18/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4227,W LABADIE AVE,56, , ,4227,LABADIE,895514.8,1030689
18-038787,2018-09,08/18/2018 21:15,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2851,GRAVOIS AVE,24, , ,2851,GRAVOIS,897916.5,1008451
18-038802,2018-09,08/18/2018 23:09,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,4251,N 19TH ST,65, ,WEST ALLEY,4251,19TH,904451.8,1031768
18-038829,2018-09,08/19/2018 03:50, , , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE, , ,35, , , , ,0,0
18-038829,2018-09,08/19/2018 03:50, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,35, , , , ,0,0
18-041977,2018-09,08/19/2018 11:55,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
18-038883,2018-09,08/19/2018 12:40,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5609,GOODFELLOW BLVD,76, , ,5609,GOODFELLOW,889382.1,1047493
18-038883,2018-09,08/19/2018 12:40,Y, , ,1, , 41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,5609,GOODFELLOW BLVD,76, , ,5609,GOODFELLOW,889382.1,1047493
18-038883,2018-09,08/19/2018 12:40,Y, , ,1, , 41026,6,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,5609,GOODFELLOW BLVD,76, , ,5609,GOODFELLOW,889382.1,1047493
18-038988,2018-09,08/19/2018 20:00, , , ,1, , 71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,3116,GEYER,26, , ,3116,GEYER,0,0
18-038988,2018-09,08/19/2018 20:00, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3116,GEYER,26, , ,3116,GEYER,0,0
18-038941,2018-09,08/19/2018 21:50,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / BIDDLE ST,61, , , , ,906624.3,1021269
18-038941,2018-09,08/19/2018 21:50,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 14TH ST / BIDDLE ST,61, , , , ,906624.3,1021269
18-045611,2018-09,08/19/2018 21:57,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-038972,2018-09,08/20/2018 03:15,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1127,S 14TH ST,33,1127 S 14TH ST,14TH / PARK AVE, , ,904509.8,1013818
18-039038,2018-09,08/20/2018 06:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,0,ACADEMY AVE / WELLS AVE,51, , , , ,0,0
18-039041,2018-09,08/20/2018 11:50,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,0,BROWN AVE / N KINGSHIGHWAY BLV,69, , , , ,891910.8,1036791
18-041764,2018-09,08/20/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,1199,RIVERVIEW BLVD,74, , ,1199,RIVERVIEW,894567,1052209
18-044349,2018-09,08/20/2018 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5241,CABANNE AVE,51, , ,5241,CABANNE,885481.1,1028255
18-039099,2018-09,08/20/2018 12:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,400,S 15TH ST,36,PARKING LOT, ,400,15TH,0,0
18-039099,2018-09,08/20/2018 12:30, , , ,-1, , 21000,4,RAPE -- FORCIBLE,400,S 15TH ST,36,PARKING LOT, ,400,15TH,0,0
18-039120,2018-09,08/20/2018 17:12,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2816,CHEROKEE ST,19, , ,2816,CHEROKEE,897177.8,1005143
18-042175,2018-09,08/20/2018 20:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",5801,WILSON AVE,12, , ,5801,WILSON,881898.8,1013889
18-043640,2018-09,08/20/2018 22:00,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,2000,MULLANPHY ST,60, , ,2000,MULLANPHY,0,0
18-042369,2018-09,08/21/2018 06:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1976,ARSENAL ST,22, , ,1976,ARSENAL,900140.4,1006568
18-042105,2018-09,08/21/2018 07:52,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,845,ELIAS AVE,74, , ,845,ELIAS,897083.4,1051657
18-043049,2018-09,08/21/2018 09:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4867,FOUNTAIN AVE,53, , ,4867,FOUNTAIN,888960.3,1027805
18-044717,2018-09,08/21/2018 09:30,Y, , ,1, , 68701,2,LARCENY-FROM COIN MACH UNDER $500,2105,HAMPTON AVE,11,CIRCLE K, ,2105,HAMPTON,880860.7,1013686
18-045633,2018-09,08/21/2018 14:40,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-045099,2018-09,08/21/2018 20:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,1400,PEABODY CT,33, , ,1400,PEABODY,0,0
18-039385,2018-09,08/22/2018 03:08,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,819,CANAAN AVE,74, ,VEHICLE WAS LOCATED IN THE GARAGE LO,819,CANAAN,897322.2,1051304
18-039385,2018-09,08/22/2018 03:08, , , ,-1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,819,CANAAN AVE,74, ,VEHICLE WAS LOCATED IN THE GARAGE LO,819,CANAAN,897322.2,1051304
18-039589,2018-09,08/22/2018 11:55,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1383,CLARA AVE,78, ,CITY STREET,1383,CLARA,883395.2,1031859
18-039502,2018-09,08/22/2018 12:00,Y, , ,1, ,183999,5,DRUGS-SALE/OTHR UNSPEC DRUG,0,NATURAL BRIDGE AVE / UNION BLV,52, ,NPD,4014,UNION,889230.8,1036273
18-045064,2018-09,08/22/2018 12:00,Y, , ,1, , 52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1520,N LEFFINGWELL AVE,59,TRAINING CENTER FOR SERVICES INC., ,1520,LEFFINGWELL,901408.6,1024318
18-041994,2018-09,08/22/2018 15:00,Y, , ,1, , 43026,5,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,5736,DR MARTIN LUTHER KING DR,78, , ,5736,DR MARTIN LUTHER KING,883363.4,1033408
18-042055,2018-09,08/22/2018 17:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5629,S KINGSHIGHWAY BLVD,6, , ,5629,KINGSHIGHWAY,882472.9,999710.6
18-039554,2018-09,08/22/2018 18:32,Y, , ,1, , 43012,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,CASS AVE / N JEFFERSON AVE,59,IN FRIENDS VEHICLE, , , ,902228.9,1023863
18-046825,2018-09,08/22/2018 18:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3518,S GRAND BLVD,25, , ,3518,GRAND,893530.5,1004900
18-039579,2018-09,08/22/2018 21:48,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / CALVARY AVE,86, , , , ,897726.3,1043933
18-043016,2018-09,08/22/2018 23:00,Y, , ,1, , 31311,4,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,0,N GRAND BLVD / SULLIVAN AVE,59, , ,4051,HARTFORD,900533,1028687
18-039590,2018-09,08/22/2018 23:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / I 64 WESTBOUND,37, ,HIGHWAY, , ,896018.8,1018976
18-039590,2018-09,08/22/2018 23:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / I 64 WESTBOUND,37, ,HIGHWAY, , ,896018.8,1018976
18-039590,2018-09,08/22/2018 23:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / I 64 WESTBOUND,37, ,HIGHWAY, , ,896018.8,1018976
18-039590,2018-09,08/22/2018 23:06,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S GRAND BLVD / I 64 WESTBOUND,37, ,HIGHWAY, , ,896018.8,1018976
18-042775,2018-09,08/23/2018 08:54,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3449,MORGANFORD RD,15, , ,3449,MORGANFORD,888005.2,1005883
18-039630,2018-09,08/23/2018 09:29,Y, , ,1, ,262100,2,PORNAGRAPHY-PROMOTING,4937,CHIPPEWA ST,14,SOUTHTOWN APARTMENTS, ,4937,CHIPPEWA,884540.4,1004375
18-041747,2018-09,08/23/2018 10:18,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,5216,BISCHOFF AVE,12, , ,5216,BISCHOFF,884837.8,1012614
18-045477,2018-09,08/23/2018 11:34,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,1272,GOODFELLOW BLVD,48, , ,1272,GOODFELLOW,882023.9,1031398
18-042036,2018-09,08/23/2018 15:56,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8241,CHURCH RD,74, , ,8241,CHURCH,896400.6,1048367
18-046173,2018-09,08/23/2018 18:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5501,ROSA AVE,6, , ,5501,ROSA,880871.7,1000560
18-041758,2018-09,08/23/2018 19:00,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3930,MERAMEC ST,16, , ,3930,MERAMEC,890899.4,1001866
18-043226,2018-09,08/23/2018 23:30,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5226,GRAVOIS AVE,5,THE HEAVY ANCHOR, ,5226,GRAVOIS,886214.4,999899.3
18-042154,2018-09,08/24/2018 07:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4618,MINNESOTA AVE,17,JEWEL BAPTIST CHURCH, ,4618,MINNESOTA,894878.9,997359.2
18-041989,2018-09,08/24/2018 14:11,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,5819,LINDENWOOD AVE,14, , ,5819,LINDENWOOD,879577.4,1005322
18-044365,2018-09,08/24/2018 16:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
18-039919,2018-09,08/24/2018 16:30,Y, , ,1, , 95100,5,"STALKING (HARASSMENT ONLY, NO THREAT)",1004,GOODFELLOW BLVD,48, , ,1004,GOODFELLOW,881392.6,1029561
18-041925,2018-09,08/24/2018 17:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2100,CHIPPEWA ST,18, , ,2100,CHIPPEWA,899182.1,1002137
18-046836,2018-09,08/24/2018 20:12,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,LAFAYETTE AVE,33, , ,1500,LAFAYETTE,903565.4,1012169
18-040415,2018-09,08/24/2018 22:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,4400,FOREST PARK AVE,38, , ,100,EUCLID,0,0
18-040146,2018-09,08/24/2018 22:00, , , ,-1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7859,COSTA,1, ,: APT H,7859,COSTA,0,0
18-044892,2018-09,08/24/2018 23:06,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4953,ARLINGTON AVE,71, ,PORCH AREA,4953,ARLINGTON,891605.1,1040759
18-040007,2018-09,08/25/2018 01:00,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1015,S BROADWAY,34, ,@RALLYS- BROADWAY,1015,BROADWAY,907601.5,1013586
18-041527,2018-09,08/25/2018 05:00,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1801,MADISON ST,60, , ,1801,MADISON,905976.7,1023920
18-041768,2018-09,08/25/2018 10:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1311,MISSOURI AVE,32, , ,1311,MISSOURI,900758.3,1014254
18-041488,2018-09,08/25/2018 12:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4049,WEST PINE BLVD,38, , ,4049,WEST PINE,892973.8,1021514
18-046369,2018-09,08/25/2018 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6301,LAURA AVE,76, , ,6301,LAURA,887893.6,1044763
18-044732,2018-09,08/25/2018 14:20,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12,@U-HAUL, ,1641,KINGSHIGHWAY,886712.8,1014540
18-040064,2018-09,08/25/2018 15:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,5800,WILSON AVE,12, ,@HOTEL- RED ROOF,5800,WILSON,0,0
18-040919,2018-09,08/25/2018 19:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,53, , , , ,0,0
18-040078,2018-09,08/25/2018 19:35, , , ,-1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,32,LAFAYETTE PARK, , , ,0,0
18-040072,2018-09,08/25/2018 21:08,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,101,N BROADWAY,35, , ,101,BROADWAY,908732.9,1017197
18-042202,2018-09,08/25/2018 22:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2902,SHENANDOAH AVE,25, , ,2902,SHENANDOAH,897486.6,1010418
18-040108,2018-09,08/26/2018 02:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3856,EICHELBERGER ST,5, , ,3856,EICHELBERGER,889115.8,997761.9
18-045981,2018-09,08/26/2018 10:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1228,S BOYLE AVE,39, , ,1228,BOYLE,890644.8,1016760
18-044144,2018-09,08/26/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5003,NATURAL BRIDGE AVE,70, ,@AMOCO - NATURAL BRIDGE AND N KINGSH,5003,NATURAL BRIDGE,891035.4,1035280
18-041403,2018-09,08/26/2018 14:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,6300,MARDEL AVE,9, , ,6300,MARDEL,878261.7,1005618
18-042650,2018-09,08/26/2018 14:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4044,CAMELLIA AVE,69, , ,4044,CAMELLIA,895405.3,1034389
18-042056,2018-09,08/26/2018 16:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4444,DELOR ST,5, , ,4440,DELOR,885524,1000966
18-040236,2018-09,08/26/2018 23:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MILE 246 - I 70 EASTBOUND,79, ,@MILE 246 - I 70 EASTBOUND, , ,898431.6,1037673
18-040243,2018-09,08/27/2018 00:46,Y, , ,1, , 38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,400,PINE ST,35, , , , ,909303.9,1017205
18-042490,2018-09,08/27/2018 07:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",4230,GRAVOIS AVE,16,U-HAUL RENTAL, ,4230,GRAVOIS,889273.1,1002740
18-040355,2018-09,08/27/2018 08:45,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1500,PRESERVATION PL,61, , ,1500,PRESERVATION,0,0
18-041960,2018-09,08/27/2018 09:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1132,HOWELL ST,74, , ,1132,HOWELL,895183.6,1051653
18-045817,2018-09,08/27/2018 11:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15, , ,3260,KINGSHIGHWAY,886068.4,1007486
18-045794,2018-09,08/27/2018 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,5976,W FLORISSANT AVE,76, , ,5976,FLORISSANT,891208.1,1046846
18-043201,2018-09,08/27/2018 13:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2647,ARMAND PL,24, , ,2647,ARMAND,899047.1,1010694
18-044695,2018-09,08/27/2018 16:49,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6124,N BROADWAY,79, , ,6124,BROADWAY,900558.8,1038456
18-043475,2018-09,08/27/2018 17:30,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,2151,59TH ST,12, , ,2151,59TH,881534,1013100
18-041744,2018-09,08/27/2018 20:55,Y, , ,1, , 64701,0,LARCENY-FROM MTR VEH UNDER $500,0,UNKNOWN,0, , , , ,0,0
18-041722,2018-09,08/27/2018 23:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3124,LOCUST ST,37, , ,3124,LOCUST,898986.9,1020558
18-044293,2018-09,08/27/2018 23:00,Y, , ,1, , 69702,0,LARCENY-ALL OTHER UNDER $500,0,UNKNOWN,0, , ,3519,MIAMI,0,0
18-040506,2018-09,08/28/2018 08:05,Y, , ,1, , 32421,3,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,2340,MENARD ST,21, , ,2340,MENARD,903451.8,1008861
18-040532,2018-09,08/28/2018 09:00, , , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7700,MINNESOTA,2, , ,7700,MINNESOTA,0,0
18-040532,2018-09,08/28/2018 09:00, , , ,-1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7700,MINNESOTA,2, , ,7700,MINNESOTA,0,0
18-045442,2018-09,08/28/2018 10:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5750,NATURAL BRIDGE AVE,50, , ,5750,NATURAL BRIDGE,885556.4,1038533
18-040525,2018-09,08/28/2018 10:28,Y, , ,1, ,103000,6,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,5590,W FLORISSANT AVE,72, , ,5500,FLORISSANT,893144.3,1044000
18-045741,2018-09,08/28/2018 10:45,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5003,GOODFELLOW BLVD,76, , ,5003,GOODFELLOW,887701.6,1044511
18-040567,2018-09,08/28/2018 13:00,Y, , ,1, ,183120,1,DRUGS-SALE/PENTAZOCINE,0,HOLLY HILLS BLVD / MORGANFORD,4, , ,1915,OLIVE,884946.2,996338.5
18-041828,2018-09,08/28/2018 14:00,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4548,DR MARTIN LUTHER KING DR,54,REPAIR SHOP, ,4548,DR MARTIN LUTHER KING,891641.3,1028564
18-042015,2018-09,08/28/2018 14:00,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4558,DR MARTIN LUTHER KING DR,54,KINDER KIDZ, ,4558,DR MARTIN LUTHER KING,891557.6,1028692
18-043193,2018-09,08/28/2018 15:00,Y, , ,1, , 91123,6,SIMPLE ASSAULT-CHILD/NO INJURY,3033,N EUCLID AVE,55, ,@EUCLID ACADEMY,3033,EUCLID,890935.1,1033683
18-040587,2018-09,08/28/2018 16:24,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8743,N BROADWAY,74, , ,8743,BROADWAY,897526.1,1051990
