Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-031992,2018-08,07/12/2018 08:00,Y, , ,1, , 91303,6,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4839,LABADIE AVE,55, , ,4839,LABADIE,891258.9,1033048
18-036473,2018-08,07/12/2018 08:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1722,N 22ND ST,60, ,NUISANCE ABATEMENT PROPERTY,1722,22ND,903821.8,1024231
18-037727,2018-08,07/12/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8414,HALLS FERRY RD,74, , ,8414,HALLS FERRY,896662.3,1049106
18-040902,2018-08,07/12/2018 13:30,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1427,S 3RD ST,20, , ,1427,3RD,906991.4,1011665
18-035830,2018-08,07/12/2018 18:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4460,GREENWICH CT,38, , ,4460,GREENWICH,889693.4,1023848
18-037427,2018-08,07/12/2018 21:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,400,OLIVE ST,35,HOTEL- HILTON, ,400,OLIVE,909245.6,1017409
18-035120,2018-08,07/13/2018 09:00,Y, , ,1, , 44021,3,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE",1013,DILLON CT,33, , ,1013,DILLON,904150.5,1014727
18-036699,2018-08,07/13/2018 09:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-038434,2018-08,07/13/2018 12:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2837,MIAMI ST,19, ,1ST FL,2837,MIAMI,896897.5,1004031
18-041782,2018-08,07/13/2018 15:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-035444,2018-08,07/13/2018 23:00,Y, , ,1, ,171300,4,SEX OFFNS-STATUATORY RAPE/SECOND,700,OLIVE ST,36, , ,700,OLIVE,0,0
18-033408,2018-08,07/14/2018 02:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,3927,CLEVELAND AVE,27, , ,3927,CLEVELAND,892647.2,1011469
18-036464,2018-08,07/14/2018 11:25,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5455,MAPLE AVE,48, ,BACKYARD RED SHED,5455,MAPLE,883908.3,1029374
18-039031,2018-08,07/14/2018 11:29,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,6600,CHIPPEWA ST,8,AMERICAN EAGLE CREDIT UNION, ,6600,CHIPPEWA,876134.9,1004104
18-032371,2018-08,07/14/2018 17:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BADEN AVE / N BROADWAY,74,CITY STREET,CITY STREET, , ,897152.1,1047899
18-037285,2018-08,07/14/2018 19:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4385,MCPHERSON AVE,38, , ,4385,MCPHERSON,890955.1,1023788
18-036567,2018-08,07/15/2018 05:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2100,CHIPPEWA ST,18, , ,2100,CHIPPEWA,899182.1,1002137
18-038484,2018-08,07/15/2018 06:16,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4915,PERNOD AVE,14, , ,4915,PERNOD,885305.9,1005444
18-036562,2018-08,07/15/2018 08:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,8712,ANNETTA ST,74, , ,8712,ANNETTA,895066.4,1049706
18-036262,2018-08,07/15/2018 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,614,HOLLY HILLS AVE,1, , ,614,HOLLY HILLS,890667.2,992451.3
18-036494,2018-08,07/15/2018 20:00,Y, , ,1, , 69603,4,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",0,N 20TH ST / DODIER ST,60, , ,4035,NEBRASKA,905327.8,1026813
18-037116,2018-08,07/16/2018 01:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3846,MAFFITT AVE,59, , ,3846,MAFFITT,898272.1,1028092
18-041094,2018-08,07/16/2018 08:23,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5935,DELMAR BLVD,48, , ,5935,DELMAR,879643.6,1027424
18-037733,2018-08,07/16/2018 11:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3922,MINNESOTA AVE,16, , ,3922,MINNESOTA,895603.4,1001851
18-035580,2018-08,07/16/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4724,EICHELBERGER ST,6, , ,4724,EICHELBERGER,884030.2,1000149
18-037948,2018-08,07/16/2018 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1171,HODIAMONT AVE,48, , , , ,879842.8,1032097
18-039054,2018-08,07/17/2018 09:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16,QUIK TRIP, ,4101,GRAVOIS,889849,1003566
18-035924,2018-08,07/17/2018 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8417,N BROADWAY,74, , ,8417,BROADWAY,897204.1,1049487
18-040352,2018-08,07/17/2018 13:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3226,UTAH ST,30, , ,3226,UTAH,895223.8,1006106
18-039002,2018-08,07/17/2018 15:10,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4220,MINNESOTA AVE,17,MARYVILLE GARDENS, ,4220,MINNESOTA,895674,999878.2
18-032918,2018-08,07/17/2018 19:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4842,PENROSE ST,69, , ,4842,PENROSE,893449.4,1036374
18-041074,2018-08,07/17/2018 20:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
18-038591,2018-08,07/18/2017 00:01,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,2400,VIRGINIA AVE,25, , ,2400,VIRGINIA,0,0
18-035596,2018-08,07/18/2018 00:01,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",915,MORRISON AVE,34, , ,915,MORRISON,906104.3,1013062
18-039196,2018-08,07/18/2018 09:05,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,509,BATES ST,1,7-ELEVEN, ,509,BATES,892681.9,994561.8
18-032997,2018-08,07/18/2018 09:30,Y, , ,1, ,151110,0,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,450,SCENIC DR,0, , ,450,SCENIC,902331.8,1059449
18-037835,2018-08,07/18/2018 12:00,Y, , ,1, , 92000,4,SIMPLE ASSAULT-HARRASSMENT,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-037326,2018-08,07/18/2018 15:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4727,GREER AVE,55, , ,4727,GREER,892274.8,1032921
18-036915,2018-08,07/18/2018 16:52,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4511,ALICE AVE,68, , ,4511,ALICE,899700.4,1034108
18-036199,2018-08,07/18/2018 17:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",614,HOLLY HILLS AVE,1,APARTMENT 2ND FL,APARTMENT 2ND FL,614,HOLLY HILLS,890667.2,992451.3
18-035687,2018-08,07/19/2018 00:01,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4500,N BROADWAY,64,PHILLIPS 66, , , ,905164,1033720
18-039015,2018-08,07/19/2018 09:04,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
18-037140,2018-08,07/19/2018 09:30,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3829,INDIANA AVE,18, , ,3829,INDIANA,898466.4,1002019
18-037008,2018-08,07/19/2018 15:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,2840,WISCONSIN AVE,22, , ,2840,WISCONSIN,900534.4,1007647
18-041087,2018-08,07/19/2018 16:22,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
18-033245,2018-08,07/19/2018 17:36,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4109,ENRIGHT AVE,58, , ,4109,ENRIGHT,893880.6,1024494
18-035579,2018-08,07/19/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4736,EICHELBERGER ST,6, , ,4736,EICHELBERGER,883946.6,1000233
18-033319,2018-08,07/19/2018 21:00, , , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,4342,WASHINGTON,38, , ,4348,WASHINGTON,0,0
18-033319,2018-08,07/19/2018 21:00, , , ,-1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4342,WASHINGTON,38, , ,4348,WASHINGTON,0,0
18-033286,2018-08,07/19/2018 23:52,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,7820,N BROADWAY,74, , ,7820,BROADWAY,897344.1,1046139
18-037759,2018-08,07/20/2018 11:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5571,CHAMBERLAIN AVE,48, , ,5571,CHAMBERLAIN,883088.7,1029843
18-036479,2018-08,07/20/2018 12:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4823,LABADIE AVE,55, , ,4823,LABADIE,891406.2,1032966
18-036327,2018-08,07/20/2018 12:46,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3200,MOUNT PLEASANT ST,16, , ,3200,MOUNT PLEASANT,894109.1,997585.6
18-033358,2018-08,07/20/2018 13:03,Y, , ,1, ,183130,4,DRUGS-SALE/HEROIN,1915,OLIVE ST,36, , ,1915,OLIVE,903703.7,1019090
18-035528,2018-08,07/20/2018 14:30,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,3211,N TAYLOR AVE,56, , ,3211,TAYLOR,894002.9,1032376
18-036776,2018-08,07/20/2018 18:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1520,WASHINGTON AVE,36, , ,1520,WASHINGTON,905250.6,1019322
18-041089,2018-08,07/20/2018 18:30,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5854,SELBER CT,50, , ,5854,SELBER,885088.8,1037930
18-039699,2018-08,07/20/2018 19:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3750,S COMPTON AVE,19, ,@CLARK - S COMPTON,3750,COMPTON,895109.5,1003111
18-039143,2018-08,07/20/2018 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7035,PLAINVIEW AVE,9, , ,7035,PLAINVIEW,873313.5,1004146
18-039402,2018-08,07/20/2018 22:20,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16,QUIK TRIP, ,4101,GRAVOIS,889849,1003566
18-033452,2018-08,07/20/2018 23:19,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8804,RIVERVIEW BLVD,74, , ,8804,RIVERVIEW,894236.3,1050464
18-036914,2018-08,07/21/2018 02:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4828,N BROADWAY,64, ,@HOTEL- FIRST WESTERN INN,4828,BROADWAY,904588.8,1034757
18-036336,2018-08,07/21/2018 10:37,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3200,MOUNT PLEASANT ST,16, , ,3200,MOUNT PLEASANT,894109.1,997585.6
18-036906,2018-08,07/21/2018 13:40,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4345,ITASKA ST,5, , ,4345,ITASKA,886492.3,1001535
18-041093,2018-08,07/21/2018 14:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-036987,2018-08,07/21/2018 15:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4915,MAPLE AVE,53, , ,4915,MAPLE,888752,1028828
18-035577,2018-08,07/21/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4761,DAHLIA AVE,6, , ,4761,DAHLIA,884156.9,999037.3
18-033651,2018-08,07/21/2018 23:45,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",901,N 1ST ST,35,HOTEL LUMIERE, ,901,1ST,910668.8,1019119
18-035578,2018-08,07/22/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5400,EICHELBERGER ST,6, , ,5400,EICHELBERGER,881556.6,1000609
18-039415,2018-08,07/22/2018 19:55,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3705,KEOKUK ST,16, , ,3705,KEOKUK,892384.3,1002632
18-033900,2018-08,07/22/2018 20:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3722,MICHIGAN AVE,19, , ,3722,MICHIGAN,895482.5,1003221
18-039690,2018-08,07/22/2018 23:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3166,ARKANSAS AVE,25, , ,3166,ARKANSAS,894431.7,1007420
18-036770,2018-08,07/23/2018 07:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5910,MICHIGAN AVE,1, , ,5910,MICHIGAN,892618.5,993221.6
18-037737,2018-08,07/23/2018 09:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,7124,RABENBERG PL,10, , ,7124,RABENBERG,874053.7,1011450
18-038403,2018-08,07/23/2018 10:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",0,BIRCHER BLVD / GERALDINE AVE,71, , , , ,891824,1039612
18-040911,2018-08,07/23/2018 13:26,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4949,WEST PINE BLVD,38, , ,4949,WEST PINE,887807.4,1022871
18-033926,2018-08,07/23/2018 14:15, , , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,3310,BELL,77, , ,3310,BELL,0,0
18-033926,2018-08,07/23/2018 14:15, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3310,BELL,77, , ,3310,BELL,0,0
18-036018,2018-08,07/23/2018 16:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",3519,MINNESOTA AVE,19, , , , ,895832.6,1004527
18-036580,2018-08,07/23/2018 17:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3242,MISSOURI AVE,22, , , , ,899524.2,1005715
18-036011,2018-08,07/23/2018 18:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7602,TENNESSEE AVE,1, , ,7602,TENNESSEE,886916.4,990119.4
18-035582,2018-08,07/23/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4739,HUMMEL AVE,6, , ,4739,HUMMEL,883864.8,999933.1
18-036312,2018-08,07/24/2018 01:00,Y, , ,1, , 43013,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4946,SAINT LOUIS AVE,55, , ,4246,FINNEY,890809.9,1033029
18-040137,2018-08,07/24/2018 08:27,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5745,DELMAR BLVD,48, , ,5745,DELMAR,881216.5,1027231
18-036959,2018-08,07/24/2018 09:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4205,EICHELBERGER ST,5, , ,4205,EICHELBERGER,886949.4,999421.8
18-037426,2018-08,07/24/2018 10:30,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5343,VERNON AVE,49, , ,5343,VERNON,884742.3,1028903
18-036072,2018-08,07/24/2018 16:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",210,N SARAH ST,38, , ,210,SARAH,892676.3,1021435
18-039104,2018-08,07/24/2018 16:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2760,RUTGER ST,31, , ,2760,RUTGER,899064.3,1014884
18-041091,2018-08,07/24/2018 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION,3431,UNION,888884.8,1036000
18-034091,2018-08,07/24/2018 17:16,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-036427,2018-08,07/24/2018 18:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,1852,S 10TH ST,21, , ,1852,10TH,904449.8,1010781
18-036081,2018-08,07/25/2018 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8614,GOODFELLOW BLVD,73, , ,8614,GOODFELLOW,891000.1,1050280
18-034254,2018-08,07/25/2018 07:00,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4438,N MARKET ST,57, , ,4438,MARKET,893205.3,1029400
18-036917,2018-08,07/25/2018 09:20,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4511,ALICE AVE,68, , ,4511,ALICE,899700.4,1034108
18-036894,2018-08,07/25/2018 10:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,608,N SPRING AVE,77, , ,608,SPRING,895891.9,1022407
18-038309,2018-08,07/25/2018 11:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1820,MARKET ST,36,UNION STATION DOUBLETREE HOTEL, ,1820,MARKET,903731.7,1018016
18-037126,2018-08,07/25/2018 11:23,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4344,DR MARTIN LUTHER KING DR,58,FAMILY DOLLAR, ,4344,DR MARTIN LUTHER KING,893273.3,1027743
18-035937,2018-08,07/25/2018 12:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,711,WILMINGTON AVE,1, , ,711,WILMINGTON,891385.6,994076.9
18-035842,2018-08,07/25/2018 12:20,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5025,GERALDINE AVE,71,ALLEY,PRESSURE GANG,5025,GERALDINE,892569.3,1040242
18-034237,2018-08,07/25/2018 12:35,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,2747,GOODFELLOW BLVD,50, , ,2700,GOODFELLOW,884252.7,1035834
18-036487,2018-08,07/25/2018 13:09,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5215,S GRAND BLVD,3, , ,5215,GRAND,890962.1,996963.9
18-036088,2018-08,07/25/2018 15:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3148,WINNEBAGO ST,19, , ,3184,WINNEBAGO,895183.8,1003427
18-036276,2018-08,07/25/2018 15:54,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4220,RED BUD AVE,68, , ,4220,RED BUD,898114.1,1034221
18-035576,2018-08,07/25/2018 18:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4766,DAHLIA AVE,6, , ,4766,DAHLIA,883609.8,1000147
18-038534,2018-08,07/25/2018 18:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2851,GRAVOIS AVE,24, ,@QT - GRAVOIS / NEBRASKA,2851,GRAVOIS,897916.5,1008451
18-034376,2018-08,07/25/2018 19:30,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1853,S 9TH ST,21, ,RESIDENCE,1853,9TH,904580.4,1010596
18-041785,2018-08,07/25/2018 19:53,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1404,CHOUTEAU AVE,33, , ,1404,CHOUTEAU,904719.3,1014572
18-034302,2018-08,07/25/2018 20:00,Y, , ,1, , 52212,6,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4981,THRUSH AVE,72, ,#1145700,4981,THRUSH,890394.4,1042378
18-034329,2018-08,07/26/2018 00:15,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2300,OHIO AVE,24, , , , ,898917.6,1010048
18-034329,2018-08,07/26/2018 00:15,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2300,OHIO AVE,24, , , , ,898917.6,1010048
18-034329,2018-08,07/26/2018 00:15,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2300,OHIO AVE,24, , , , ,898917.6,1010048
18-035480,2018-08,07/26/2018 07:47,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,3752,POTOMAC ST,15, , ,3752,POTOMAC,892153.8,1005225
18-034372,2018-08,07/26/2018 09:14,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,3119,N SARAH ST,56, , ,3119,SARAH,897280,1030265
18-034428,2018-08,07/26/2018 10:00,Y, , ,1, ,183130,4,DRUGS-SALE/HEROIN,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
18-034411,2018-08,07/26/2018 11:25, , , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4451,FOREST PARK AVE,38,PARKVIEW APARTMENTS, ,4451,FOREST PARK,889537.3,1021388
18-034411,2018-08,07/26/2018 11:25, , , ,-1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4451,FOREST PARK AVE,38,PARKVIEW APARTMENTS, ,4451,FOREST PARK,889537.3,1021388
18-039917,2018-08,07/26/2018 12:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",701,N 15TH ST,36, , ,701,15TH,905704.1,1019717
18-041137,2018-08,07/26/2018 12:00,Y, , ,1, , 67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5315,MORGANFORD RD,5, , ,5315,MORGANFORD,886505.8,999514.6
18-037185,2018-08,07/26/2018 12:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4530,SHENANDOAH AVE,13, , ,4526,SHENANDOAH,887718.6,1011757
18-034486,2018-08,07/26/2018 15:00,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,901,N 1ST ST,35, ,HOTEL LUMIERE,901,1ST,910668.8,1019119
18-034482,2018-08,07/26/2018 16:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4063,LINCOLN AVE,56, , ,4063,LINCOLN,896625.8,1028565
18-034491,2018-08,07/26/2018 18:31,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,420,E CARRIE AVE,79, , , , ,901773.3,1039395
18-035413,2018-08,07/26/2018 20:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2631,RUSSELL BLVD,23, , ,2631,RUSSELL,899778.5,1011586
18-034510,2018-08,07/26/2018 22:40,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2013,E ALICE AVE,68, , ,2013,ALICE,901338.9,1035142
18-036858,2018-08,07/26/2018 23:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2800,OLIVE ST,37,HERITAGE HOUSE, , , ,900476.3,1019555
18-036696,2018-08,07/26/2018 23:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1600,PINE ST,36, , ,1600,PINE,904957.8,1018479
18-034540,2018-08,07/27/2018 05:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6323,OLEATHA AVE,9, , , , ,878207.5,1006746
18-036923,2018-08,07/27/2018 06:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4008,SHAW BLVD,27, , ,4008,SHAW,892283,1013230
18-039216,2018-08,07/27/2018 06:15,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8444,N BROADWAY,74, , ,8444,BROADWAY,897472.3,1049862
18-041086,2018-08,07/27/2018 10:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
18-039027,2018-08,07/27/2018 10:54,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8241,CHURCH RD,74, , ,8241,CHURCH,896400.6,1048367
18-036886,2018-08,07/27/2018 12:44,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5427,DRESDEN AVE,5, , ,5427,DRESDEN,884599.7,999711.6
18-034626,2018-08,07/27/2018 15:00, , , ,-1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4411,EICHELBERGER ST,5,HOHMEIER AUTO BODY, ,4411,EICHELBERGER,885937.1,999964.1
18-034650,2018-08,07/27/2018 15:15,Y, , ,1, , 41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1923,PRAIRIE AVE,59, ,@BAR- MIDTOWN SPORTS BAR,2816,VANDEVENTER,897907.9,1026605
